spellID	orange	yellow	green	gray	spellName
19098	300	320	330	340	Wicked Leather Armor
19092	300	320	330	340	Wicked Leather Belt
32456	300	310	325	340	Knothide Armor Kit
32462	300	310	320	330	Felscale Gloves
45100	300	310	320	330	Leatherworker's Satchel
32466	300	310	320	330	Scaled Draenic Pants
32470	300	310	320	330	Thick Draenic Gloves
32478	300	310	320	330	Wild Draenish Boots
32482	300	300	305	310	Comfortable Insoles
32454	300	300	305	310	Knothide Leather
19089	295	315	325	335	Blue Dragonscale Shoulders
20853	295	315	325	335	Corehound Boots
19087	295	315	325	335	Frostsaber Gloves
19088	295	315	325	335	Heavy Scorpid Helm
19090	295	315	325	335	Stormshroud Shoulders
19085	290	310	320	330	Black Dragonscale Breastplate
19081	290	310	320	330	Chimeric Vest
23705	290	310	320	330	Dawn Treaders
19084	290	310	320	330	Devilsaur Gauntlets
19086	290	310	320	330	Ironfeather Breastplate
23703	290	310	320	330	Might of the Timbermaw
19082	290	310	320	330	Runic Leather Headband
19083	290	310	320	330	Wicked Leather Pants
19077	285	305	315	325	Blue Dragonscale Breastplate
19074	285	305	315	325	Frostsaber Leggings
19075	285	305	315	325	Heavy Scorpid Leggings
19078	285	305	315	325	Living Leggings
19079	285	305	315	325	Stormshroud Armor
19076	285	305	315	325	Volcanic Breastplate
19080	285	305	315	325	Warbear Woolies
44953	285	285	285	285	Winter Boots
22815	0	285	290	295	Gordok Ogre Suit
19073	280	300	310	320	Chimeric Leggings
24655	280	300	310	320	Green Dragonscale Gauntlets
19070	280	300	310	320	Heavy Scorpid Belt
19072	280	300	310	320	Runic Leather Belt
19071	280	300	310	320	Wicked Leather Headband
19063	275	295	305	315	Chimeric Boots
19066	275	295	305	315	Frostsaber Boots
19064	275	295	305	315	Heavy Scorpid Gauntlets
19065	275	295	305	315	Runic Leather Bracers
19067	275	295	305	315	Stormshroud Pants
19068	275	295	305	315	Warbear Harness
19060	270	290	300	310	Green Dragonscale Leggings
19062	270	290	300	310	Ironfeather Shoulders
19061	270	290	300	310	Living Shoulders
19055	270	290	300	310	Runic Leather Gauntlets
19059	270	290	300	310	Volcanic Leggings
19053	265	285	295	305	Chimeric Gloves
19051	265	285	295	305	Heavy Scorpid Vest
19052	265	285	295	305	Wicked Leather Bracers
36074	260	280	290	300	Blackstorm Leggings
36076	260	280	290	300	Dragonstrike Leggings
19050	260	280	290	300	Green Dragonscale Breastplate
19049	260	280	290	300	Wicked Leather Gauntlets
36075	260	280	290	300	Wildfeather Leggings
10650	255	275	285	295	Dragonscale Breastplate
19048	255	275	285	295	Heavy Scorpid Bracers
10647	250	270	280	290	Feathered Breastplate
10632	250	270	280	290	Helm of Fire
10570	250	270	280	290	Tough Scorpid Helm
10574	250	270	280	290	Wild Leather Cloak
10572	250	270	280	290	Wild Leather Leggings
19058	250	250	260	270	Rugged Armor Kit
19047	250	250	255	260	Cured Rugged Hide
22331	250	250	250	250	Rugged Leather
10568	245	265	275	285	Tough Scorpid Leggings
10566	245	265	275	285	Wild Leather Boots
10562	240	260	270	280	Big Voodoo Cloak
10560	240	260	270	280	Big Voodoo Pants
10564	240	260	270	280	Tough Scorpid Shoulders
10558	235	255	265	275	Nightscape Boots
10554	235	255	265	275	Tough Scorpid Boots
10556	235	255	265	275	Turtle Scale Leggings
10630	230	250	260	270	Gauntlets of the Sea
10548	230	250	260	270	Nightscape Pants
10552	230	250	260	270	Turtle Scale Helm
10619	225	245	255	265	Dragonscale Gauntlets
14930	225	245	255	265	Quickdraw Quiver
14932	225	245	255	265	Thick Leather Ammo Pouch
10542	225	245	255	265	Tough Scorpid Gloves
10546	225	245	255	265	Wild Leather Helmet
10544	225	245	255	265	Wild Leather Vest
10621	225	245	255	265	Wolfshead Helm
10531	220	240	250	260	Big Voodoo Mask
10533	220	240	250	260	Tough Scorpid Bracers
10525	220	240	250	260	Tough Scorpid Breastplate
10529	220	240	250	260	Wild Leather Shoulders
10520	215	235	245	255	Big Voodoo Robe
10516	210	230	240	250	Nightscape Shoulders
10518	210	230	240	250	Turtle Scale Bracers
10511	210	230	240	250	Turtle Scale Breastplate
10507	205	225	235	245	Nightscape Headband
10499	205	225	235	245	Nightscape Tunic
10509	205	225	235	245	Turtle Scale Gloves
3779	200	220	230	240	Barbaric Belt
10490	200	220	230	240	Comfortable Leather Hat
9207	200	220	230	240	Dusky Boots
9208	200	220	230	240	Swift Boots
10487	200	220	230	240	Thick Armor Kit
22711	200	210	220	230	Shadowskin Gloves
20650	200	200	202	205	Thick Leather
10482	200	200	200	200	Cured Thick Hide
9206	195	215	225	235	Dusky Belt
3777	195	215	225	235	Guardian Leather Bracers
6661	190	210	220	230	Barbaric Harness
21943	190	210	220	230	Gloves of the Greatfather
9202	190	210	220	230	Green Whelp Bracers
7156	190	210	220	230	Guardian Gloves
6705	190	210	220	230	Murloc Scale Bracers
9201	185	205	215	225	Dusky Bracers
3778	185	205	215	225	Gem-studded Leather Belt
7153	185	205	215	225	Guardian Cloak
9198	180	200	210	220	Frost Leather Cloak
3776	180	200	210	220	Green Leather Bracers
7151	175	195	205	215	Barbaric Shoulders
9196	175	195	205	215	Dusky Leather Armor
9197	175	195	205	215	Green Whelp Armor
3773	175	195	205	215	Guardian Armor
7149	170	190	200	210	Barbaric Leggings
3775	170	190	200	210	Guardian Belt
6704	170	190	200	210	Thick Murloc Armor
9195	165	185	195	205	Dusky Leather Leggings
4097	165	185	195	205	Raptor Hide Belt
4096	165	185	195	205	Raptor Hide Harness
3774	160	180	190	200	Green Leather Belt
7147	160	180	190	200	Guardian Pants
23399	155	175	185	195	Barbaric Bracers
3772	155	175	185	195	Green Leather Armor
3771	150	170	180	190	Barbaric Gloves
3780	150	170	180	190	Heavy Armor Kit
9194	150	170	180	190	Heavy Leather Ammo Pouch
9193	150	170	180	190	Heavy Quiver
3760	150	170	180	190	Hillman's Cloak
3818	150	160	165	170	Cured Heavy Hide
20649	150	150	155	160	Heavy Leather
23190	150	150	155	160	Heavy Leather Ball
9149	145	170	182	195	Heavy Earthen Gloves
3764	145	170	182	195	Hillman's Leather Gloves
3769	140	165	177	190	Dark Leather Shoulders
9148	140	165	177	190	Pilferer's Gloves
9147	135	160	172	185	Earthen Leather Shoulders
9146	135	160	172	185	Herbalist's Gloves
3770	135	160	172	185	Toughened Leather Gloves
3768	130	155	167	180	Hillman's Shoulders
3766	125	150	162	175	Dark Leather Belt
9145	125	150	162	175	Fletcher's Gloves
3765	120	155	167	180	Dark Leather Gloves
3767	120	145	157	170	Hillman's Belt
9074	120	145	157	170	Nimble Leather Gloves
9072	120	145	157	170	Red Whelp Gloves
2166	120	145	157	170	Toughened Leather Armor
7135	115	140	152	165	Dark Leather Pants
7955	115	140	152	165	Deviate Scale Belt
2168	110	135	147	160	Dark Leather Cloak
7954	105	130	142	155	Deviate Scale Gloves
7133	105	130	142	155	Fine Leather Pants
9070	100	125	137	150	Black Whelp Cloak
24940	100	125	137	150	Black Whelp Tunic
2167	100	125	137	150	Dark Leather Boots
2169	100	125	137	150	Dark Leather Tunic
3762	100	125	137	150	Hillman's Leather Vest
3817	100	115	122	130	Cured Medium Hide
2165	100	115	122	130	Medium Armor Kit
20648	100	100	105	110	Medium Leather
9068	95	125	140	155	Light Leather Pants
6703	95	125	140	155	Murloc Scale Breastplate
7953	90	120	135	150	Deviate Scale Cloak
2158	90	120	135	150	Fine Leather Boots
6702	90	120	135	150	Murloc Scale Belt
8322	90	115	130	145	Moonglow Vest
3761	85	115	130	145	Fine Leather Tunic
2159	85	105	120	135	Fine Leather Cloak
3763	80	110	125	140	Fine Leather Belt
3759	75	105	120	135	Embossed Leather Pants
2164	75	105	120	135	Fine Leather Gloves
9065	70	100	115	130	Light Leather Bracers
2162	60	90	105	120	Embossed Leather Cloak
2163	60	90	105	120	White Leather Jerkin
2161	55	85	100	115	Embossed Leather Boots
3756	55	85	100	115	Embossed Leather Gloves
2160	40	70	85	100	Embossed Leather Vest
5244	40	70	85	100	Kodo Hide Bag
9064	35	65	80	95	Rugged Leather Pants
3816	35	55	65	75	Cured Light Hide
9060	30	60	75	90	Light Leather Quiver
9062	30	60	75	90	Small Leather Ammo Pouch
3753	25	55	70	85	Handstitched Leather Belt
2153	15	45	60	75	Handstitched Leather Pants
2149	1	40	55	70	Handstitched Leather Boots
9059	1	40	55	70	Handstitched Leather Bracers
9058	1	40	55	70	Handstitched Leather Cloak
7126	1	40	55	70	Handstitched Leather Vest
2152	1	30	45	60	Light Armor Kit
2881	1	20	30	40	Light Leather
10550	0	0	0	0	Nightscape Cloak
19106	0	0	0	0	Onyxia Scale Breastplate
