spellID	orange	yellow	green	gray	spellName
3175	250	275	295	315	Limited Invulnerability Potion
11477	250	265	285	305	Elixir of Demonslaying
11478	250	265	285	305	Elixir of Detect Demon
26277	250	265	285	305	Elixir of Greater Firepower
11476	250	265	285	305	Elixir of Shadow Power
17551	250	250	255	260	Stonescale Oil
11472	245	260	280	300	Elixir of Giants
11473	245	260	280	300	Ghost Dye
11468	240	255	275	295	Elixir of Dream Vision
11467	240	255	275	295	Elixir of Greater Agility
11466	240	255	275	295	Gift of Arthas
11461	235	250	270	290	Arcane Elixir
11465	235	250	270	290	Elixir of Greater Intellect
11464	235	250	270	290	Invisibility Potion
15833	230	245	265	285	Dreamless Sleep Potion
11460	230	245	265	285	Elixir of Detect Undead
11459	225	240	260	280	Philosopher's Stone
11479	225	240	260	280	Transmute: Iron to Gold
11480	225	240	260	280	Transmute: Mithril to Truesilver
11458	225	240	260	280	Wildvine Potion
22808	215	230	250	270	Elixir of Greater Water Breathing
4942	215	230	250	270	Lesser Stoneshield Potion
11457	215	230	250	270	Superior Healing Potion
11452	215	225	245	265	Restorative Potion
11456	210	225	245	265	Goblin Rocket Fuel
11453	210	225	245	265	Magic Resistance Potion
11448	205	220	240	260	Greater Mana Potion
11451	205	220	240	260	Oil of Immolation
12609	200	220	240	260	Catseye Elixir
3454	200	220	240	260	Frost Oil
3453	195	215	235	255	Elixir of Detect Lesser Invisibility
11450	195	215	235	255	Elixir of Greater Defense
21923	190	210	230	250	Elixir of Frost Power
7259	190	210	230	250	Nature Protection Potion
7258	190	205	225	245	Frost Protection Potion
11449	185	205	225	245	Elixir of Agility
3451	180	200	220	240	Mighty Troll's Blood Potion
3450	175	195	215	235	Elixir of Fortitude
6618	175	195	215	235	Great Rage Potion
7257	165	210	230	250	Fire Protection Potion
3449	165	190	210	230	Shadow Oil
3448	165	185	205	225	Lesser Invisibility Potion
3452	160	180	200	220	Mana Potion
7181	155	175	195	215	Greater Healing Potion
3188	150	175	195	215	Elixir of Ogre's Strength
6624	150	175	195	215	Free Action Potion
7845	140	165	185	205	Elixir of Firepower
2333	140	165	185	205	Elixir of Lesser Agility
7256	135	160	180	200	Shadow Protection Potion
3177	130	155	175	195	Elixir of Defense
7837	130	150	160	170	Fire Oil
3176	125	150	170	190	Strong Troll's Blood Potion
3173	120	145	165	185	Lesser Mana Potion
3174	120	145	165	185	Potion of Curing
3447	110	135	155	175	Healing Potion
3172	110	135	155	175	Minor Magic Resistance Potion
7255	100	130	150	170	Holy Protection Potion
7841	100	130	150	170	Swim Speed Potion
8240	90	120	140	160	Elixir of Giant Growth
7179	90	120	140	160	Elixir of Water Breathing
3171	90	120	140	160	Elixir of Wisdom
7836	80	80	90	100	Blackmouth Oil
6617	60	90	110	130	Rage Potion
2335	60	90	110	130	Swiftness Potion
2337	55	85	105	125	Lesser Healing Potion
4508	50	80	100	120	Discolored Healing Potion
3230	50	80	100	120	Elixir of Minor Agility
2334	50	80	100	120	Elixir of Minor Fortitude
2332	40	70	90	110	Minor Rejuvenation Potion
2331	25	65	85	105	Minor Mana Potion
3170	15	60	80	100	Weak Troll's Blood Potion
2329	1	55	75	95	Elixir of Lion's Strength
7183	1	55	75	95	Elixir of Minor Defense
2330	1	55	75	95	Minor Healing Potion
6619	0	0	0	0	Cowardly Flight Potion
2336	0	0	0	0	Elixir of Tongues
11447	0	0	0	0	Elixir of Waterwalking
17579	0	0	0	0	Greater Holy Protection Potion
